"Version Date","Id","Area","Keyw","Element","Eng Name","L effm","Aperturem","Anglerad","K11/m^2","K21/m^3","Tiltrad","E1rad","E2rad","H1m","H2m","EnergyGeV","SumLm","X Coorm","Y Coorm","Z Coorm","X Anglerad","Y Anglerad","Z Anglerad","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display"
"22-JAN-21","959","L2B","YCOR","YCM14","CRYO","0","","","","","","","","","","1.395833333","323.560773","313.488182",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","183.3439619","YCOR","313.4881819"
"22-JAN-21","958","L2B","XCOR","XCM14","CRYO","0","","","","","","","","","","1.395833333","323.560773","313.488182",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","183.3439619","XCOR","313.4881819"
"22-JAN-21","648","L2","LCAV","K24_1A","10FT","3.0441","","","","","","","","","","3.991780345","323.6427243","2338.32205","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","278.68607096","BNCH","2338.32205"
"22-JAN-21","962","L2B","MARK","CM14END","","0","","","","","","","","","","1.395833333","323.912633","313.840042",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","183.6958219","MARK","313.8400419"
"22-JAN-21","964","L2B","MARK","HOMCM.14","","0","","","","","","","","","","1.395833333","324.078403","314.005812",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","183.8615919","MARK","314.0058119"
"22-JAN-21","966","L2B","MARK","CM15BEG","","0","","","","","","","","","","1.395833333","324.222823","314.150232",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","184.0060119","MARK","314.1502319"
"22-JAN-21","968","L2B","LCAV","CAVL151","CRYO","1.037743","","","","","","","","","","1.40234375","325.02013295","314.947542",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","184.80332185","BNCH","314.94754185"
"22-JAN-21","970","L2B","LCAV","CAVL152","CRYO","1.037743","","","","","","","","","","1.4153645835","326.40373295","316.331142",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","186.18692185","BNCH","316.33114185"
"22-JAN-21","649","L2","LCAV","K24_1B","10FT","3.0441","","","","","","","","","","4.034683309","326.6868243","2341.36615","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","281.73017096","BNCH","2341.36615"
"22-JAN-21","972","L2B","LCAV","CAVL153","CRYO","1.037743","","","","","","","","","","1.4283854165","327.78733295","317.714742",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","187.57052185","BNCH","317.71474185"
"22-JAN-21","974","L2B","LCAV","CAVL154","CRYO","1.037743","","","","","","","","","","1.44140625","329.17093295","319.098342",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","188.95412185","BNCH","319.09834185"
"22-JAN-21","650","L2","LCAV","K24_1C","10FT","3.0441","","","","","","","","","","4.077586273","329.7309243","2344.41025","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","284.77427096","BNCH","2344.41025"
"22-JAN-21","976","L2B","LCAV","CAVL155","CRYO","1.037744","","","","","","","","","","1.4544270835","330.55453295","320.481942",".28","-.99","0","0","0","1300","13.924011414","-20.7500000004","13.417578337239","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","190.33772185","BNCH","320.48194185"
"22-JAN-21","977","L2B","INST","CSP15","","0","","","","","","","","","","1.456188091","330.694883","320.622292",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","190.4780719","INST","320.6222919"
"22-JAN-21","980","L2B","LCAV","CAVL156","CRYO","1.037743","","","","","","","","","","1.4674479165","331.93813295","321.865542",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","191.72132185","BNCH","321.86554185"
"22-JAN-21","651","L2","LCAV","K24_1D","10FT","3.0441","","","","","","","","","","4.120489237","332.7750243","2347.45435","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","287.81837096","BNCH","2347.45435"
"22-JAN-21","982","L2B","LCAV","CAVL157","CRYO","1.037743","","","","","","","","","","1.48046875","333.32173295","323.249142",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","193.10492185","BNCH","323.24914185"
"22-JAN-21","653","L2","QUAD","Q24201","QE",".1068",".027559","",".7792933848","","0","","","","","4.141940719","334.3846743","2349.064","0","0","0","0","0","","","","","","","","","","11.49887664115","-10.766738428043","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","289.42802096","QUAD","2349.064"
"22-JAN-21","654","L2","BPM","BPM24201","10_UM_RES","0","","","","","","","","","","4.141940719","334.3846743","2349.064","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","289.42802096","BPM","2349.064"
"22-JAN-21","984","L2B","LCAV","CAVL158","CRYO","1.037743","","","","","","","","","","1.4934895835","334.70533295","324.632742",".28","-.99","0","0","0","1300","13.92401141","-20.7500000004","13.417591262962","1","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","194.48852185","BNCH","324.63274185"
"22-JAN-21","658","L2","XCOR","XC24202","TYPE-4","0","","","","","","","","","","4.147177978","334.8366743","2349.516","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","289.88002096","XCOR","2349.516"
"22-JAN-21","660","L2","YCOR","YC24203","TYPE-4","0","","","","","","","","","","4.151138339","335.1176743","2349.797","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","290.16102096","YCOR","2349.797"
"22-JAN-21","986","L2B","BPM","CMB15","BUTTON-1","0","","","","","","","","","","1.5","335.516723","325.444132",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","195.2999119","BPM","325.4441319"
"22-JAN-21","990","L2B","YCOR","YCM15","CRYO","0","","","","","","","","","","1.5","335.781163","325.708572",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","195.5643519","YCOR","325.7085719"
"22-JAN-21","988","L2B","QUAD","QCM15","CRYO",".23",".0762","",".06724524711","","0","","","","","1.5","335.781163","325.708572",".28","-.99","0","0","0","","","","","","","","","",".773855655393","-.336458980606","KG2T_GDL2G",".434782608696","-1","","","","","","","","","","","","COL1 TO EMIT2","195.5643519","QUAD","325.7085719"
"22-JAN-21","989","L2B","XCOR","XCM15","CRYO","0","","","","","","","","","","1.5","335.781163","325.708572",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","195.5643519","XCOR","325.7085719"
"22-JAN-21","657","L2","LCAV","K24_2A","10FT","3.0441","","","","","","","","","","4.163392201","335.9871243","2350.66645","0","0","0","0","0","2856","51.449446586","-33.5000000016","16.901365456457",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","291.03047096","BNCH","2350.66645"
"22-JAN-21","993","L2B","MARK","CM15END","","0","","","","","","","","","","1.5","336.133023","326.060432",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","195.9162119","MARK","326.0604319"
"22-JAN-21","995","L2B","MARK","HOMCM.15","","0","","","","","","","","","","1.5","336.298793","326.226202",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","196.0819819","MARK","326.2262019"
"22-JAN-21","997","L2B","MARK","FC5","","0","","","","","","","","","","1.5","337.888473","327.815882",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","197.6716619","MARK","327.8158819"
"22-JAN-21","999","L2B","MARK","BLF5","","0","","","","","","","","","","1.5","337.977373","327.904782",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","197.7605619","MARK","327.9047819"
"22-JAN-21","662","L2","LCAV","K24_2B","10FT","3.0441","","","","","","","","","","4.206295165","339.0312243","2353.71055","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","294.07457096","BNCH","2353.71055"
"22-JAN-21","1002","*L2B","BPM","RFB2C00","CAVITYS-1","0","","","","","","","","","","1.5","339.717473","329.644882",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","199.5006619","BPM","329.6448819"
"22-JAN-21","1001","L2B","MARK","MSC2D","","0","","","","","","","","","","1.5","339.717473","329.644882",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","199.5006619","MARK","329.6448819"
"22-JAN-21","1004","L2B","MARK","PSC2D","","0","","","","","","","","","","1.5","341.635533","331.562942",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","201.4187219","MARK","331.5629419"
"22-JAN-21","1006","BC2B","MARK","BEGBC2B","","0","","","","","","","","","","1.5","341.635533","331.562942",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","201.4187219","MARK","331.5629419"
"22-JAN-21","1005","L2B","MARK","ENDL2B","","0","","","","","","","","","","1.5","341.635533","331.562942",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","201.4187219","MARK","331.5629419"
"22-JAN-21","663","L2","LCAV","K24_2C","10FT","3.0441","","","","","","","","","","4.249198129","342.0753243","2356.75465","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","297.11867096","BNCH","2356.75465"
"22-JAN-21","1008","BC2B","XCOR","XC2C00","CLASS-4","0","","","","","","","","","","1.5","342.125843","332.053252",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","201.9090319","XCOR","332.0532519"
"22-JAN-21","1010","BC2B","YCOR","YC2C00","CLASS-4","0","","","","","","","","","","1.5","342.464794","332.392203",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","202.2479829","YCOR","332.3922029"
"22-JAN-21","1012","BC2B","QUAD","Q2C01","1.26Q3.5",".108",".032","",".5090975987","","0","","","","","1.5","342.839843","332.767252",".28","-.99","0","0","0","","","","","","","","","","2.751030054389","-2.54725005036","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","COL1 TO EMIT2","202.6230319","QUAD","332.7672519"
"22-JAN-21","1013","BC2B","BPM","BPM2C01","STRIPLINE-1","0","","","","","","","","","","1.5","342.839843","332.767252",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","202.6230319","BPM","332.7672519"
"22-JAN-21","1016","*BC2B","BPM","RFB2C01","CAVITYS-1","0","","","","","","","","","","1.5","343.026843","332.954252",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","202.8100319","BPM","332.9542519"
"22-JAN-21","1018","BC2B","MARK","BC2BCBEG","","0","","","","","","","","","","1.5","343.393843","333.321252",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","203.1770319","MARK","333.3212519"
"22-JAN-21","1019","BC2B","BEND","BCX21","1D19.7",".549201",".03335","2.684092459716","0","","0","0","2.684092459716","","","1.5","343.6683681","333.595752",".276786","-.99","0","0","-.023417","","","","","",".549000145256",".6287","2.34393395572","-.426789819341","0","0","KG2T_BDL2B",".18208269832","-1","333.595752",".273569","-.99","0","0","0","","","","","","COL1 TO EMIT2","203.451557","XBEND","333.5957519"
"22-JAN-21","664","L2","LCAV","K24_2D","10FT","3.0441","","","","","","","","","","4.292101093","345.1194243","2359.79875","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","300.16277096","BNCH","2359.79875"
"22-JAN-21","1022","BC2B","QUAD","CQ21B","1.69Q3.4",".108",".043","","0","","0","","","","","1.5","345.9547128","335.879714",".172934","-.99","0","0","-.046846","","","","","","","","","","0","0","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","COL1 TO EMIT2","205.7379017","QUAD","335.8797139"
"22-JAN-21","667","L2","BPM","BPM24301","10_UM_RES","0","","","","","","","","","","4.313552575","346.7290743","2361.4084","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","301.77242096","BPM","2361.4084"
"22-JAN-21","666","L2","QUAD","Q24301","QE",".1068",".027559","","-.8564971772","","0","","","","","4.313552575","346.7290743","2361.4084","0","0","0","0","0","","","","","","","","","","-13.161687601859","12.323677529831","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","QM15 TO FV2","301.77242096","QUAD","2361.4084"
"22-JAN-21","671","L2","XCOR","XC24302","TYPE-4","0","","","","","","","","","","4.318220445","347.1406743","2361.82","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","302.18402096","XCOR","2361.82"
"22-JAN-21","673","L2","YCOR","YC24303","TYPE-4","0","","","","","","","","","","4.321743897","347.3906743","2362.07","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","302.43402096","YCOR","2362.07"
"22-JAN-21","670","L2","LCAV","K24_3A","10FT","3.0441","","","","","","","","","","4.335004057","348.3315243","2363.01085","0","0","0","0","0","2856","51.449446583","-33.5000000016","16.901365455471",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","303.37487096","BNCH","2363.01085"
"22-JAN-21","675","L2","LCAV","K24_3B","10FT","3.0441","","","","","","","","","","4.377907021","351.3756243","2366.05495","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","306.41897096","BNCH","2366.05495"
"22-JAN-21","1025","BC2B","BEND","BCX22","1D19.7",".549201",".03335","-2.684092459716","0","","0","-2.684092459716","0","","","1.5","354.088749","344.004952","-.204761","-.99","0","0","-.023417","","","","","",".549000145256",".6287","-2.34393395572",".426789819341","0","0","KG2T_BDL2B",".18208269832","1","344.004952","-.201544","-.99","0","0","0","","","","","","COL1 TO EMIT2","213.8719379","XBEND","344.0049519"
"22-JAN-21","676","L2","LCAV","K24_3C","10FT","3.0441","","","","","","","","","","4.420809985","354.4197243","2369.09905","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","309.46307096","BNCH","2369.09905"
"22-JAN-21","1028","BC2B","BPM","BPM21B","STRIPLINE-8","0","","","","","","","","","","1.5","354.742774","344.658952","-.207975","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","214.5259629","BPM","344.6589519"
"22-JAN-21","1030","BC2B","COLL","CE21B","HCOLL",".06","","","","","","","","","","1.5","354.907774","344.823952","-.207975","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",".0266","0","COL1 TO EMIT2","214.6909629","COLL","344.8239519"
"22-JAN-21","1032","BC2B","PROF","OTR21B","OTR BC","0","","","","","","","","","","1.5","355.090774","345.006952","-.207975","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","214.8739629","PROF","345.0069519"
"22-JAN-21","1034","*BC2B","WIRE","WS21B","FAST","0","","","","","","","","","","1.5","355.688774","345.604952","-.207975","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","215.4719629","WIRE","345.6049519"
"22-JAN-21","1036","BC2B","BEND","BCX23","1D19.7",".549201",".03335","-2.684092459716","0","","0","0","-2.684092459716","","","1.5","356.3877991","346.303952","-.204761","-.99","0","0",".023417","","","","","",".549000145256",".6287","-2.34393395572",".426789819341","0","0","KG2T_BDL2B",".18208269832","1","346.303952","-.201544","-.99","0","0","0","","","","","","COL1 TO EMIT2","216.170988","XBEND","346.3039519"
"22-JAN-21","677","L2","LCAV","K24_3D","10FT","3.0441","","","","","","","","","","4.463712949","357.4638243","2372.14315","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","312.50717096","BNCH","2372.14315"
"22-JAN-21","679","L2","QUAD","Q24401","QE",".1068",".027559","","1.02481787","","0","","","","","4.485164431","359.0734743","2373.7528","0","0","0","0","0","","","","","","","","","","16.374784984463","-15.332195678336","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","314.11682096","QUAD","2373.7528"
"22-JAN-21","680","L2","BPM","BPM24401","10_UM_RES","0","","","","","","","","","","4.485164431","359.0734743","2373.7528","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","314.11682096","BPM","2373.7528"
"22-JAN-21","684","L2","XCOR","XC24402","TYPE-4","0","","","","","","","","","","4.489770288","359.4806743","2374.16","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","314.52402096","XCOR","2374.16"
"22-JAN-21","686","L2","YCOR","YC24403","TYPE-4","0","","","","","","","","","","4.494066081","359.7854743","2374.4648","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","314.82882096","YCOR","2374.4648"
"22-JAN-21","683","L2","LCAV","K24_4A","10FT","3.0441","","","","","","","","","","4.506615913","360.6759243","2375.35525","0","0","0","0","0","2856","51.449446582","-33.5000000016","16.901365455143",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","315.71927096","BNCH","2375.35525"
"22-JAN-21","688","L2","LCAV","K24_4B","10FT","3.0441","","","","","","","","","","4.549518877","363.7200243","2378.39935","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","318.76337096","BNCH","2378.39935"
"22-JAN-21","1039","BC2B","QUAD","CQ22B","1.69Q3.4",".108",".043","","0","","0","","","","","1.5","364.5218353","354.42919",".172934","-.99","0","0",".046846","","","","","","","","","","0","0","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","COL1 TO EMIT2","224.3050242","QUAD","354.4291899"
"22-JAN-21","689","L2","LCAV","K24_4C","10FT","3.0441","","","","","","","","","","4.592421841","366.7641243","2381.44345","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","321.80747096","BNCH","2381.44345"
"22-JAN-21","1042","BC2B","BEND","BCX24","1D19.7",".549201",".03335","2.684092459716","0","","0","2.684092459716","0","","","1.5","366.80818","356.713152",".276786","-.99","0","0",".023417","","","","","",".549000145256",".6287","2.34393395572","-.426789819341","0","0","KG2T_BDL2B",".18208269832","-1","356.713152",".273569","-.99","0","0","0","","","","","","COL1 TO EMIT2","226.5913689","XBEND","356.7131519"
"22-JAN-21","1044","BC2B","MARK","CNTBC2","CENTER","0","","","","","","","","","","1.5","367.0827051","356.987652",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","226.865894","MARK","356.9876519"
"22-JAN-21","1045","BC2B","MARK","BC2BCEND","","0","","","","","","","","","","1.5","367.0827051","356.987652",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","226.865894","MARK","356.9876519"
"22-JAN-21","1047","BC2B","BLMO","BZ21B","CSR","0","","","","","","","","","","1.5","367.7700771","357.675024",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","227.553266","BLMO","357.6750239"
"22-JAN-21","1049","BC2B","MARK","ENDBC2B","","0","","","","","","","","","","1.5","368.1330431","358.03799",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","COL1 TO EMIT2","227.916232","MARK","358.0379899"
"22-JAN-21","1050","EMIT2","MARK","BEGEMIT2","","0","","","","","","","","","","1.5","368.1330431","358.03799",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG","0","MARK","358.0379899"
"22-JAN-21","1051","EMIT2","QUAD","QE201","1.26Q3.5",".108",".032","","-1.301446406","","0","","","","","1.5","368.1870431","358.09199",".28","-.99","0","0","0","","","","","","","","","","-7.032675436351","6.51173651514","KG2T_GDL2G",".925925925926","1","","","","","","","","","","","","EMIT2 TO DOGLEG",".054","QUAD","358.0919899"
"22-JAN-21","1052","EMIT2","BPM","BPME201","STRIPLINE-1","0","","","","","","","","","","1.5","368.1870431","358.09199",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG",".054","BPM","358.0919899"
"22-JAN-21","1055","EMIT2","YCOR","YCE201","CLASS-4","0","","","","","","","","","","1.5","368.5620871","358.467034",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG",".429044","YCOR","358.4670339"
"22-JAN-21","1057","EMIT2","IMON","IM21B","ICT","0","","","","","","","","","","1.5","368.8907051","358.795652",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG",".757662","TORO","358.7956519"
"22-JAN-21","690","L2","LCAV","K24_4D","10FT","3.0441","","","","","","","","","","4.6353248055","369.8082243","2384.48755","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","324.85157096","BNCH","2384.48755"
"22-JAN-21","692","L2","QUAD","Q24501","QE",".1068",".027559","","-.9540035846","","0","","","","","4.656776288","371.4178743","2386.0972","0","0","0","0","0","","","","","","","","","","-15.826538135672","14.818855932277","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","QM15 TO FV2","326.46122096","QUAD","2386.0972"
"22-JAN-21","693","L2","BPM","BPM24501","10_UM_RES","0","","","","","","","","","","4.656776288","371.4178743","2386.0972","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","326.46122096","BPM","2386.0972"
"22-JAN-21","697","L2","XCOR","XC24502","TYPE-4","0","","","","","","","","","","4.66146107","371.8306743","2386.51","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","326.87402096","XCOR","2386.51"
"22-JAN-21","699","L2","YCOR","YC24503","TYPE-4","0","","","","","","","","","","4.665756863","372.1354743","2386.8148","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","327.17882096","YCOR","2386.8148"
"22-JAN-21","696","L2","LCAV","K24_5A","10FT","3.0441","","","","","","","","","","4.67822777","373.0203243","2387.69965","0","0","0","0","0","2856","51.449446578","-33.5000000016","16.901365453829",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","328.06367096","BNCH","2387.69965"
"22-JAN-21","1059","EMIT2","QUAD","QE202","1.26Q3.5",".108",".032","","1.989952601","","0","","","","","1.5","373.2013865","363.106333",".28","-.99","0","0","0","","","","","","","","","","10.753182545233","-9.956650504846","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","EMIT2 TO DOGLEG","5.0683434","QUAD","363.1063333"
"22-JAN-21","1060","EMIT2","BPM","BPME202","STRIPLINE-1","0","","","","","","","","","","1.5","373.2013865","363.106333",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG","5.0683434","BPM","363.1063333"
"22-JAN-21","1063","EMIT2","XCOR","XCE202","CLASS-4","0","","","","","","","","","","1.5","373.5772505","363.482197",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG","5.4442074","XCOR","363.4821973"
"22-JAN-21","701","L2","LCAV","K24_5B","10FT","3.0441","","","","","","","","","","4.721130734","376.0644243","2390.74375","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","331.10777096","BNCH","2390.74375"
"22-JAN-21","702","L2","LCAV","K24_5C","10FT","3.0441","","","","","","","","","","4.764033698","379.1085243","2393.78785","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","334.15187096","BNCH","2393.78785"
"22-JAN-21","703","L2","LCAV","K24_5D","10FT","3.0441","","","","","","","","","","4.806936662","382.1526243","2396.83195","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","337.19597096","BNCH","2396.83195"
"22-JAN-21","705","L2","QUAD","Q24601","QE",".1068",".027559","",".6081355466","","0","","","","","4.828388144","383.7622743","2398.4416","0","0","0","0","0","","","","","","","","","","10.460516085032","-9.794490716322","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","338.80562096","QUAD","2398.4416"
"22-JAN-21","706","L2","BPM","BPM24601","10_UM_RES","0","","","","","","","","","","4.828388144","383.7622743","2398.4416","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","338.80562096","BPM","2398.4416"
"22-JAN-21","710","L2","XCOR","XC24602","TYPE-4","0","","","","","","","","","","4.833010913","384.1706743","2398.85","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","339.21402096","XCOR","2398.85"
"22-JAN-21","1065","EMIT2","WIRE","WSEMIT2","FAST","0","","","","","","","","","","1.5","384.2294069","374.134354",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","EMIT2 TO DOGLEG","16.0963638","WIRE","374.1343537"
"22-JAN-21","712","L2","YCOR","YC24603","TYPE-4","0","","","","","","","","","","4.837306706","384.4754743","2399.1548","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","339.51882096","YCOR","2399.1548"
"22-JAN-21","709","L2","LCAV","K24_6A","10FT","3.0441","","","","","","","","","","4.849839626","385.3647243","2400.04405","0","0","0","0","0","2856","51.44944658","-33.5000000016","16.901365454486",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","340.40807096","BNCH","2400.04405"
